perclos,avg_ear,max_mar,blink_rate,img_path,target
0.14,0.2582899614680475,1.4131404913225143,0.9333333333333333,eye_0_0.jpg,0
0.135,0.2606537812116598,1.4131404913225143,0.8333333333333334,eye_0_1.jpg,0
0.13666666666666666,0.26209443910460817,1.4131404913225143,0.8666666666666667,eye_0_2.jpg,0
0.13666666666666666,0.2614162924695786,1.4131404913225143,0.8,eye_0_3.jpg,0
0.105,0.28284319983157863,1.8781009159612612,0.5,eye_0_4.jpg,0
0.11333333333333333,0.28282356734353437,1.8781009159612612,0.43333333333333335,eye_0_5.jpg,0
0.10166666666666667,0.28824653482831347,1.8781009159612612,0.3333333333333333,eye_0_6.jpg,0
0.07333333333333333,0.2945200010347962,1.8781009159612612,0.26666666666666666,eye_0_7.jpg,0
0.058333333333333334,0.3067866655343629,1.8781009159612612,0.16666666666666666,eye_0_8.jpg,0
0.051666666666666666,0.32020314457483473,1.8781009159612612,0.1,eye_0_9.jpg,0
0.04833333333333333,0.3110659149915039,1.808817972974265,0.2,eye_0_10.jpg,0
0.08333333333333333,0.30620302372437425,1.808817972974265,0.6,eye_0_11.jpg,0
0.12833333333333333,0.289536670292895,1.808817972974265,1.0333333333333334,eye_0_12.jpg,0
0.14,0.2814576533940769,1.808817972974265,1.1333333333333333,eye_0_13.jpg,0
0.13833333333333334,0.2724605066516618,1.808817972974265,1.1333333333333333,eye_0_14.jpg,0
0.145,0.2496748371570475,1.4736216605425605,1.2333333333333334,eye_0_15.jpg,0
0.17333333333333334,0.24313168714946273,1.3208565867315554,1.3666666666666667,eye_0_16.jpg,0
0.18,0.2425430977126868,1.3208565867315554,1.4,eye_0_17.jpg,0
0.15666666666666668,0.2390632659401544,1.3208565867315554,1.1666666666666667,eye_0_18.jpg,0
0.15833333333333333,0.24525962238701168,1.4213231560610884,1.0333333333333334,eye_0_19.jpg,0
0.18,0.24278014679957285,1.9526667817497947,1.0333333333333334,eye_0_20.jpg,0
0.225,0.23892249419230316,1.9526667817497947,0.7666666666666667,eye_0_21.jpg,0
0.20333333333333334,0.2646111270049387,1.9526667817497947,0.6333333333333333,eye_0_22.jpg,0
0.19833333333333333,0.26806520249285826,2.032533790401599,0.6333333333333333,eye_0_23.jpg,0
0.185,0.2759061911448853,2.032533790401599,0.4666666666666667,eye_0_24.jpg,0
0.08333333333333333,0.29861906421975914,2.032533790401599,0.4666666666666667,eye_0_25.jpg,0
0.08833333333333333,0.2941417863325982,2.0010127392882726,0.5333333333333333,eye_0_26.jpg,0
0.058333333333333334,0.3008891266314231,2.0010127392882726,0.6,eye_0_27.jpg,0
0.06666666666666667,0.29381351882646006,2.0010127392882726,0.7666666666666667,eye_0_28.jpg,0
0.09,0.28060252511220385,1.0663283244513397,0.7333333333333333,eye_0_29.jpg,0
0.09666666666666666,0.27904157471884966,1.0663283244513397,0.7333333333333333,eye_0_30.jpg,0
0.10333333333333333,0.27528062525161423,1.0663283244513397,0.7333333333333333,eye_0_31.jpg,0
0.105,0.2734581778700959,1.3154328386210072,0.7333333333333333,eye_0_32.jpg,0
0.09833333333333333,0.2705152561553238,1.3154328386210072,0.6333333333333333,eye_0_33.jpg,0
0.10833333333333334,0.26719013337751135,1.3154328386210072,0.6333333333333333,eye_0_34.jpg,0
0.14,0.2604745940693195,1.3154328386210072,0.5666666666666667,eye_0_35.jpg,0
0.13166666666666665,0.2608888967834393,1.3154328386210072,0.4666666666666667,eye_0_36.jpg,0
0.13833333333333334,0.257209731486301,1.3154328386210072,0.6,eye_0_37.jpg,0
0.135,0.2579224388659315,1.3154328386210072,0.5666666666666667,eye_0_38.jpg,0
0.165,0.25690311884343814,2.0,0.4666666666666667,eye_0_39.jpg,0
0.165,0.25826839496827586,2.0,0.4666666666666667,eye_0_40.jpg,0
0.15833333333333333,0.25979565085770673,2.0,0.4666666666666667,eye_0_41.jpg,0
0.14166666666666666,0.2611022476675605,2.0,0.4666666666666667,eye_0_42.jpg,0
0.13333333333333333,0.26444180021547586,2.0,0.4666666666666667,eye_0_43.jpg,0
0.12833333333333333,0.26724130960823517,2.0,0.4666666666666667,eye_0_44.jpg,0
0.12166666666666667,0.2704296562660571,2.0,0.4666666666666667,eye_0_45.jpg,0
0.12,0.27270908777663766,2.0,0.5333333333333333,eye_0_46.jpg,0
0.09166666666666666,0.27539681287027573,2.0,0.5333333333333333,eye_0_47.jpg,0
0.08166666666666667,0.2767467206028323,2.0,0.5333333333333333,eye_0_48.jpg,0
0.08166666666666667,0.2772488986065653,2.0,0.5333333333333333,eye_0_49.jpg,0
0.79,0.17252439985468676,1.1567052857189537,11.066666666666666,eye_1_0.jpg,1
0.7466666666666667,0.18440670623807107,1.1567052857189537,10.133333333333333,eye_1_1.jpg,1
0.7466666666666667,0.1795739131514789,1.1567052857189537,10.666666666666666,eye_1_2.jpg,1
0.7466666666666667,0.16940506905543587,1.1567052857189537,12.3,eye_1_3.jpg,1
0.75,0.16733856170421538,1.1136973132425152,12.666666666666666,eye_1_4.jpg,1
0.75,0.16875036704051258,1.1136973132425152,12.266666666666667,eye_1_5.jpg,1
0.775,0.15648516022412556,1.1136973132425152,13.666666666666666,eye_1_6.jpg,1
0.8733333333333333,0.12929158808605756,0.9869480635905397,15.6,eye_1_7.jpg,1
0.915,0.11929494132423393,0.9869480635905397,15.766666666666667,eye_1_8.jpg,1
0.92,0.11797577983653786,0.9869480635905397,15.933333333333334,eye_1_9.jpg,1
0.92,0.11505959309711919,0.9869480635905397,15.966666666666667,eye_1_10.jpg,1
0.8916666666666667,0.12152686092144586,0.9869480635905397,15.166666666666666,eye_1_11.jpg,1
0.865,0.13178181902360678,1.078037881889465,13.166666666666666,eye_1_12.jpg,1
0.8566666666666667,0.13301476001719925,1.1042693967223274,13.0,eye_1_13.jpg,1
0.8533333333333334,0.13676293012501153,1.272830170165756,12.0,eye_1_14.jpg,1
0.82,0.15276477171485042,1.2786000071981232,9.266666666666667,eye_1_15.jpg,1
0.7216666666666667,0.17378620020041663,1.2786000071981232,7.933333333333334,eye_1_16.jpg,1
0.6383333333333333,0.19104498037104975,1.2786000071981232,6.366666666666666,eye_1_17.jpg,1
0.6466666666666666,0.18882601578003155,1.2786000071981232,6.8,eye_1_18.jpg,1
0.6083333333333333,0.19265029295539426,1.2786000071981232,6.4,eye_1_19.jpg,1
0.5266666666666666,0.20108723397959166,1.2786000071981232,5.9,eye_1_20.jpg,1
0.42833333333333334,0.2143894054045821,1.1870524037788677,5.033333333333333,eye_1_21.jpg,1
0.325,0.2276875032982565,1.0625409082939035,3.466666666666667,eye_1_22.jpg,1
0.23833333333333334,0.24161007215967867,1.0625409082939035,1.8,eye_1_23.jpg,1
0.23666666666666666,0.24031806565748065,1.0625409082939035,1.7666666666666666,eye_1_24.jpg,1
0.245,0.2366822203082394,1.0625409082939035,1.8333333333333333,eye_1_25.jpg,1
0.2833333333333333,0.23028574119435016,1.0625409082939035,1.9666666666666666,eye_1_26.jpg,1
0.24166666666666667,0.23618450186193315,1.0579339914819217,1.0333333333333334,eye_1_27.jpg,1
0.22666666666666666,0.23690178720340271,1.0579339914819217,1.0333333333333334,eye_1_28.jpg,1
0.25166666666666665,0.23307883746152575,1.0579339914819217,1.1333333333333333,eye_1_29.jpg,1
0.30666666666666664,0.22453416611227742,1.0009194507097576,1.2666666666666666,eye_1_30.jpg,1
0.3466666666666667,0.22156384133187298,1.0009194507097576,1.4333333333333333,eye_1_31.jpg,1
0.415,0.21561929594359142,1.0009194507097576,1.4666666666666666,eye_1_32.jpg,1
0.4666666666666667,0.21222938655643456,1.0632099409530853,1.4,eye_1_33.jpg,1
0.55,0.20363068391522585,1.0632099409530853,1.9333333333333333,eye_1_34.jpg,1
0.5883333333333334,0.20124232929814867,1.5092629647982205,2.066666666666667,eye_1_35.jpg,1
0.5433333333333333,0.20896335428980617,1.5092629647982205,2.2,eye_1_36.jpg,1
0.505,0.2204241137555877,1.5092629647982205,2.2,eye_1_37.jpg,1
0.4633333333333333,0.22534197459249092,1.5092629647982205,2.1,eye_1_38.jpg,1
0.37833333333333335,0.24310643206336266,1.5092629647982205,2.066666666666667,eye_1_39.jpg,1
0.37166666666666665,0.24420143505254355,1.5092629647982205,2.3333333333333335,eye_1_40.jpg,1
0.37333333333333335,0.2430863816535411,1.5092629647982205,3.8,eye_1_41.jpg,1
0.27666666666666667,0.25467372039539143,1.5092629647982205,3.4,eye_1_42.jpg,1
0.205,0.26531695052054166,1.5092629647982205,2.6333333333333333,eye_1_43.jpg,1
0.19833333333333333,0.2661883202512729,1.5092629647982205,2.6333333333333333,eye_1_44.jpg,1
0.32166666666666666,0.23872966255548206,1.0242203239284027,4.0,eye_1_45.jpg,1
